,token_index,valuations
13068,6393,45.543172874357936
20360,9566,69.52903168705188
4481,2691,36.69390172058047
15871,7608,58.855802893993825
6796,3674,60.20439132057356
7491,3964,53.061682528402
73,229,45.69513014083941
10689,5348,54.97325706014044
185,340,82.12951674793038
3159,2117,81.82291984003842
12150,5996,41.29999283582782
11836,5875,50.73898362138175
710,744,73.79135471945403
9206,4720,58.30474272491301
19214,9058,70.76314428031799
9785,4956,59.723688421313796
13195,6459,141.925725805975
9229,4738,47.74190724922266
14287,6843,44.97818816949291
2927,2008,49.23671831213221
13906,6711,79.29757076650759
6838,3695,60.215644998871596
4313,2631,-58.473087266794494
17062,8132,49.37267405117012
5426,3113,64.31671189562474
5513,3153,62.36838202929829
6986,3761,50.819292513457185
21265,9964,63.95947320223172
6590,3591,78.19315284782448
9021,4622,52.417269105882156
12408,6092,42.31173522105155
10833,5414,67.09684804603927
18693,8852,52.758326613345844
789,807,34.19334273730226
5646,3202,57.64593620288713
13724,6652,43.557908684755716
7791,4102,62.5250094772083
14730,7059,70.21769927214746
15246,7305,10.200957114399898
8937,4583,107.01389996051455
4832,2857,73.2724258923322
13269,6500,57.90027983531894
14606,7000,53.0122874818984
11778,5851,45.68689157926872
15683,7520,62.57578961056004
18950,8950,40.83597357588843
9107,4660,35.43695027562717
1909,1519,63.606681593585904
18922,8938,86.8142598586357
15593,7485,140.68270857337666
6361,3502,46.69737123084741
920,916,69.26346925033624
936,924,214.92793980209927
18380,8706,44.28505006308427
9814,4966,60.925917697134594
15736,7536,51.84745476829886
6668,3626,68.47786465893688
5779,3256,79.94983421238834
8401,4332,43.153227261982465
1950,1535,54.27485340381713
18015,8547,58.44353894685082
14191,6821,39.03607441176041
17885,8494,30.58261419381364
748,774,37.85663220497787
2343,1743,52.76808382567128
4100,2531,62.830205503453044
3082,2076,57.69773061632583
6973,3756,62.77973151254241
2945,2023,37.05744850189433
2449,1777,130.76963231537547
9179,4702,73.79407036317394
6428,3530,78.40481920416897
800,818,25.23276717238872
2736,1897,70.7148330282883
5194,2998,42.50519908762004
6875,3710,43.04238075467231
7136,3816,57.023168555019254
10702,5353,53.10064702550801
17063,8133,65.78907517535362
20581,9673,53.8283138060695
18241,8646,46.634268904078226
8868,4548,55.67419285598112
20744,9744,35.31372225191291
4114,2535,50.717255241678686
19159,9039,43.13248540707707
6901,3722,94.0955308364538
6606,3601,-26.402130070878115
7507,3968,38.1406289611229
11669,5811,39.64520845178106
17972,8528,62.26042094629037
10434,5237,59.09172104072263
5273,3030,52.60766098663714
10545,5286,48.03977799009681
12514,6139,70.87102916420076
13330,6522,41.912034478838905
6872,3708,40.8691996749601
17575,8375,46.208895876416136
12116,5981,49.93589284525166
20634,9695,56.31920389872448
7056,3788,54.523061208216745
5295,3044,49.26730848524318
18402,8718,58.09141826456482
3308,2182,46.23829400216465
15829,7572,52.85044565012481
377,504,43.14618387509813
9880,4996,41.65450019415249
15079,7237,63.02011007949335
12855,6305,57.38761203960212
6218,3439,33.314374584472716
8284,4291,88.29016441559895
8222,4257,61.91968243958263
14553,6979,63.03475017342316
14992,7192,91.21617305867619
1772,1456,48.164615820634765
217,374,82.8561262031431
4057,2508,61.32683506184094
4271,2604,69.16576907896746
4685,2789,54.55931430990262
6458,3539,42.32894791997302
15843,7592,46.96987168647183
11879,5889,47.86232358589075
20330,9548,56.158074574649675
450,561,161.0728229712575
21220,9943,50.155598264282105
17471,8325,47.26213943735138
1317,1224,36.70430535789404
12500,6133,43.085209211662345
12594,6189,55.682052653564654
13078,6400,176.5773490359178
2447,1776,59.432468732054645
15239,7300,39.189534412737885
9890,5002,122.88311867856697
11311,5638,48.91270865415078
4734,2823,171.68743060007682
3392,2224,48.656017161681405
14772,7075,28.50326385718381
2453,1778,48.33810557820601
3430,2236,45.78767842766854
2538,1814,32.6371688002659
15243,7304,74.66733916961266
20114,9465,54.67967001435528
20358,9564,39.43739900067544
5633,3196,31.147519641005943
3735,2374,37.4401271155632
3706,2362,68.79426831189068
14138,6803,19.277470315078688
9435,4816,67.53992786091692
14655,7018,51.44720474350703
13070,6395,52.88658726597299
8483,4383,59.93091198486843
11071,5534,98.14815998699606
14974,7180,81.5240485989728
6717,3645,54.35192373366726
3110,2097,80.32955561235701
9071,4639,87.10891256414112
19845,9345,57.53439073783085
1049,1015,55.09243744325363
1316,1222,41.31820623560009
1968,1548,39.67059012080284
521,616,58.94921095978356
4245,2590,38.20468097201922
16039,7679,-65.42428123781667
13707,6647,25.280907159924084
1250,1175,52.82155770904967
11771,5848,43.589409450441735
8545,4425,38.33950250871186
2706,1881,39.0294931978209
20001,9418,71.72294263920014
3795,2397,41.90022299282077
10809,5399,76.38694023001017
18747,8879,67.56153007457198
6532,3570,77.74249193735193
12224,6027,62.81958187404189
19814,9332,104.61815572884916
20392,9579,22.38825972930408
302,446,46.71204476013531
6951,3745,33.15073805332986
16736,7987,65.3503575041716
20186,9494,75.26516291902345
13851,6691,14.75152189698008
8851,4541,29.392437964676333
16131,7719,50.46637663384291
17477,8326,46.104415269026276
9223,4731,20.539197262627624
9529,4845,46.82166058080247
19332,9110,34.35738388341542
411,531,34.4147599493196
10504,5271,59.08997852649651
11260,5620,60.75601742183915
8126,4220,158.9608906096883
19153,9033,30.501898044930613
14551,6978,91.1238923991308
10675,5344,38.01793027301812
6950,3744,37.03349020856325
13064,6392,65.06077430843874
4871,2873,75.74646644162635
5765,3250,66.37785136388601
9126,4669,60.9848510410435
11935,5917,46.66589642937777
2443,1775,49.929171576890724
1333,1240,65.89107099890884
2700,1879,29.681113690631832
9548,4862,51.18917947330601
8526,4411,44.88761809724451
16026,7675,45.50693117430109
8166,4231,1.7642268495144435
7694,4050,36.51118433345715
2417,1765,52.326844170448624
1063,1035,53.53168494341992
7937,4151,18.36831480045305
3260,2154,55.04430153315775
7627,4022,86.54909317347222
6261,3457,35.2739799910608
440,549,84.22125042830038
1144,1086,71.62513709186004
4063,2511,39.54633380466737
13297,6507,49.87558645432881
13770,6666,62.925732844407605
372,497,53.49646196220806
17888,8495,38.701442056370695
4120,2539,22.820892524904593
1243,1164,60.3911021109688
10756,5382,51.90218924605978
16782,8007,8.863432008503423
4564,2735,44.534902329294255
16510,7894,32.17819186464652
6719,3649,-21.02472640029606
12841,6298,54.467151507668746
18908,8934,43.3538406930777
1624,1396,47.11229093780514
12520,6142,44.8467107630745
19651,9253,42.261837031504285
5908,3322,93.17942782568656
4489,2698,73.15548029776966
15228,7295,72.09421433887314
3853,2420,36.04813887299008
19913,9378,49.84912043466812
4261,2597,51.90478287490157
14517,6963,58.45890808372076
19431,9155,44.58922102446928
4452,2679,44.03499991773009
20377,9572,66.39933817414862
16658,7955,51.14355261801791
9112,4662,35.67568140457672
19145,9029,59.00699155033686
12426,6105,28.98701103094561
20451,9613,66.23183328197473
9276,4755,27.897611743852053
6866,3706,40.83521891212803
9373,4797,57.1187253180488
19973,9404,42.90260079443755
16341,7826,54.94577581592364
8764,4499,54.71112329561015
6386,3512,44.02733225643101
9547,4861,67.61959744074659
19993,9415,74.97946642635827
3842,2414,39.796948010416884
1234,1160,15.36725172228114
833,845,46.57230848011511
7332,3903,31.16537898292239
1944,1533,47.94427307350509
5092,2965,29.897548574430346
8436,4355,42.66340471714125
16096,7709,50.311563267010456
8152,4226,73.86642803060397
11933,5916,64.56776890897288
10488,5265,45.891216743318864
2310,1723,58.618426360930926
7180,3829,55.409045062846985
1734,1440,39.17334775266346
8511,4402,56.972122289879906
12256,6039,43.77807386177358
10652,5335,52.720775677221184
10670,5342,26.552757871227072
11550,5741,57.406032202875224
7241,3853,59.334533731443116
2099,1618,52.23650471708504
9018,4619,82.1530228611781
10269,5179,44.609501554990686
18492,8754,47.657442272712615
2009,1575,54.5632149332464
8037,4185,55.67761342528826
14331,6871,90.41688613588747
7607,4013,40.481057537551465
8014,4176,-14.719563211283969
12050,5964,69.69833528581984
2066,1603,68.1119112871852
4561,2734,51.863670807533424
20303,9540,18.1934493676128
18457,8744,54.021299002046305
18690,8850,46.83526930046031
325,471,52.25223369062934
8969,4599,50.00881736194327
8754,4495,56.58177875274362
15368,7371,47.74275606673393
7782,4095,53.12650427053586
12929,6346,35.461490867850955
19979,9407,19.066001321812166
2600,1846,77.73823621235704
10048,5077,29.585386218390397
17120,8163,36.241559652043975
5535,3166,48.04239731834423
15608,7492,31.966347858130064
8016,4178,1023.1064738384546
13177,6447,62.95207008303646
12976,6361,61.38515243605997
9402,4804,43.41213062650462
17266,8224,51.579365558830034
15564,7470,31.71655963093758
8935,4578,49.0477083947377
18482,8749,42.81128415208326
4440,2674,63.35839561827453
15671,7514,44.49515054641341
8266,4279,54.82223588555604
18633,8819,42.863410066847564
17181,8185,51.280062448075114
15153,7262,96.96469811731936
321,460,70.40088412974535
85,239,45.04418340918426
20760,9751,31.076284912050994
6407,3521,50.26087792572338
13934,6717,62.48110650708509
8052,4189,45.25868105800555
2234,1694,53.92744760721854
16847,8040,66.56764459209916
1719,1435,26.33782116874073
3686,2353,85.47272457127286
17127,8166,51.436717786427664
16785,8009,43.41550688268313
8491,4392,43.149015129194936
18318,8680,49.01993161038848
1607,1386,42.95406066198558
16498,7890,39.44738833142344
5789,3259,75.82494726896255
19763,9311,74.14115454201857
5220,3007,82.28320874717082
6714,3644,64.83107319071644
20490,9636,58.94101783185545
20840,9774,77.03093909579059
15008,7203,53.619149539462626
5854,3300,37.02493495313064
1031,1010,66.5457451992691
12987,6365,32.79488658332582
15909,7624,123.44104003516975
4731,2820,114.19988647945615
19622,9243,46.02158821929385
19942,9386,56.86850833072788
8956,4592,62.77416265237633
16718,7979,46.70410422516818
11825,5871,109.90788585050939
5881,3311,30.63041836321048
6303,3474,35.21613388604612
265,416,229.0735469616603
5842,3287,42.876124506973326
19221,9060,50.116545011957214
12803,6287,61.35254821324753
15218,7290,34.99575443065174
9208,4721,42.238761301566
1869,1499,55.90754340356352
200,352,51.38889716369624
2730,1892,79.00569945398098
9917,5017,37.29331827958083
16162,7736,55.38244284945989
13687,6640,53.55477920393855
14030,6752,48.541498108565975
11566,5751,46.11718849422812
6908,3729,52.40690020268653
2885,1973,23.073887726366024
2697,1875,54.434371810654625
13109,6411,43.828726532507176
19849,9347,50.791029879743974
909,907,53.0480482360241
19593,9225,101.33170579090535
14076,6778,41.317835494787914
1296,1205,43.89367300466478
14307,6860,49.32768591234128
8907,4561,49.87234382372378
13188,6453,94.0543685135209
7295,3874,57.73415019858851
13185,6451,-37.82177057090871
15694,7524,56.3670633125509
14206,6827,47.455217470749005
8431,4348,48.099808453023115
12553,6162,5.19739517743858
14162,6810,47.722128292423804
12059,5966,47.38492097094809
15267,7314,57.63347693558319
14952,7165,49.17701598148619
1111,1058,50.25417295597407
10067,5088,43.947581639715736
16136,7725,40.73867710697834
7453,3946,48.02734247973274
19103,9016,58.977880134610416
18209,8636,54.419139552382546
5797,3261,58.752279465850336
19488,9183,64.71060315151612
6614,3606,55.37717189084333
6802,3676,48.65594828836896
9627,4906,64.74436320236805
16440,7857,47.60952905544872
19827,9337,34.16072779884223
15071,7233,49.92116210447193
19201,9050,42.65714009182409
8826,4532,19.198160862550367
6500,3559,57.15095658704627
3581,2313,41.74909748774826
8712,4475,46.94037484049005
8043,4186,52.69227887218045
18703,8855,40.002490476275284
13141,6425,79.72188587504485
16190,7746,72.6816536726385
20844,9775,102.57932882294858
460,564,41.37076782076667
9675,4922,68.41407773862267
3132,2103,52.25678397524587
4177,2564,83.5261534980047
2787,1927,64.17430599859608
3945,2466,69.54748220362626
7907,4141,71.33673027584655
10847,5422,59.192453680958465
15123,7251,54.454712232637405
1475,1323,55.6455232174585
14723,7054,58.882544479719286
15295,7329,58.380547315544504
19811,9329,21.96727078825859
7733,4072,28.0098077993041
6046,3365,72.66786068777304
14013,6748,39.98314465984811
2223,1691,48.625951433663715
17751,8446,78.7659491567195
12017,5949,300.7509578116833
8055,4192,5.021270706204348
3955,2472,17.806614874513514
4851,2863,-55.297315713653006
20718,9722,154.20252673495162
2782,1921,39.01167220103844
7818,4110,42.47227958414163
10159,5135,80.72810304956795
12698,6234,71.29108677757137
11695,5817,58.63381479572382
15417,7401,61.67278504582714
7844,4117,44.67001557264905
9200,4716,86.56358713518364
1363,1256,43.39851278401011
17322,8251,78.97087053179627
12207,6021,94.73269965784345
8741,4486,33.46783598072449
13904,6710,48.66678690477727
6423,3529,44.89397579276783
20075,9450,39.861714045116344
11279,5628,29.631293209851208
2743,1901,48.18396512217862
18378,8705,52.507627779152585
12850,6303,35.88231774875976
5341,3070,43.42628176111026
15236,7298,66.43500361526407
786,803,44.32131545313075
3643,2340,45.915472887969145
15105,7249,54.74895400887158
11467,5711,39.391051818461506
8613,4447,39.535414668313024
19555,9211,68.960626253138
11975,5930,57.75399348302511
3426,2235,53.87727793347301
11593,5765,44.013204127379026
13445,6561,63.267118614979324
4794,2840,54.43271644252121
5833,3277,50.910071365380986
7278,3866,43.91656556451528
167,328,54.18579409693649
5103,2970,34.74243153332429
3993,2486,36.87603596596796
537,621,59.45899283012551
11396,5680,49.619520207771245
10442,5240,48.025847679386914
17817,8468,61.414704441537936
21184,9923,41.72283267797576
6355,3500,65.68558081369616
903,906,53.49963201944797
3475,2256,31.833393533166713
6827,3686,52.946870784090095
9611,4900,36.53214952719463
566,639,50.952237882475174
3539,2291,40.5771283374018
7459,3951,45.29880452182579
11551,5742,481.67875661363166
12868,6313,58.37956416166173
5911,3323,29.386944384109654
12173,6004,52.12312836305716
3293,2174,53.02983558390372
8175,4236,75.18896540878802
13933,6716,47.59188195632487
3547,2294,170.45474528573664
19064,9004,49.93241830586817
8807,4523,35.543771886837476
13767,6665,74.7112575616211
15270,7316,38.21306777568236
16961,8083,37.91346907793928
17344,8263,25.15386593706245
14365,6883,46.9209228325725
7590,4003,48.43023770005095
10848,5424,59.991481348872014
7451,3945,33.86476879951425
9147,4686,53.9987160692516
1820,1477,37.213523495288655
7312,3890,46.49470428173669
8552,4427,29.47296404489373
15592,7484,51.1050388605824
14393,6888,55.247622691122785
4305,2627,90.56965260937767
12114,5979,44.97441684317687
5656,3206,56.86958492644379
5276,3033,46.62755752581893
19205,9053,48.660818919341295
1454,1319,49.04224829832742
1237,1161,46.15307365537558
11291,5632,55.15906979760405
842,852,69.63699812169591
8657,4454,61.35597510913732
5133,2979,65.34876823807991
8722,4479,43.83962241423842
10104,5104,48.59879214652187
17268,8226,35.614724916779664
13156,6435,45.354808168815964
17802,8462,75.2062791244486
15211,7284,64.12521069030834
320,457,78.11948507804402
4069,2517,47.52012041272445
20572,9671,64.01034266713162
11559,5749,38.716555433221174
21322,9989,49.99190037182427
8673,4460,34.71237344320616
18927,8941,47.847800155929804
2891,1980,71.21597772274328
12525,6147,69.46756477208419
21316,9980,58.572410073641265
20342,9560,29.055568698154843
4542,2724,65.00272203050179
18901,8932,40.976834091892556
21201,9931,38.39067739411331
14660,7019,66.05511155757705
7006,3767,39.54690956958359
6271,3460,81.46489754809363
3397,2227,73.03457438347255
11909,5905,2768.2548134430153
16496,7889,27.189290179608577
9563,4871,33.11183141867491
3098,2087,41.993380973304
8699,4470,56.8595212237002
7103,3802,43.06048202524386
7638,4026,37.41150765145596
6096,3385,49.18909115312789
7860,4123,39.8275035758989
1239,1162,78.51487629824936
12997,6372,48.0566653255338
12403,6090,52.2666815314285
6941,3740,25.436412553956643
17485,8331,47.22639405614984
1658,1406,45.773794999695724
1375,1265,75.4266273677868
13526,6588,55.5075366459555
15537,7456,39.08223128803519
3629,2333,72.42924535105732
3705,2358,48.244705799356495
432,547,36.24651815156187
21176,9920,46.032549430964934
12181,6009,36.95487802993625
16935,8071,61.31041137427917
20093,9459,60.98304554802138
6663,3624,39.485822524224375
7438,3938,45.19284981467786
8781,4511,63.19534566654386
1788,1466,46.9872796895678
3604,2323,30.268815685487425
15732,7534,54.31126010688115
12658,6217,54.39575150024882
6589,3589,62.846442610449685
14041,6757,53.81388891330943
5296,3045,55.25134007224659
1431,1299,45.03010840922502
6783,3669,113.45196500572956
18508,8764,68.52362851446168
20835,9772,49.12665867940444
19904,9373,54.3635583449971
9779,4953,74.62577789768841
6509,3562,65.87672015461351
2147,1647,87.76660926899928
17548,8360,63.85082937772836
3104,2088,85.91357233954852
17416,8294,34.5098751949572
3918,2451,46.14865237328462
10426,5231,34.74566124227874
4518,2715,22.425341562111214
6919,3732,57.73508586304462
4577,2743,52.06147753146331
9840,4978,47.74786915548765
12288,6055,58.01759233373326
13452,6566,35.83791321980203
6122,3395,24.276191616498295
7766,4085,37.96311605097145
8342,4315,59.31599957950607
14203,6826,65.6790113770794
7666,4040,33.78803114508776
21303,9974,53.843240554252134
15503,7439,71.7161918879043
3936,2461,45.66048473475104
322,465,229.77089450126883
5291,3042,48.7609050000479
4091,2528,36.61991447078435
19030,8994,74.84457180235677
20773,9758,37.648566022208286
11059,5526,44.852769873451166
10893,5440,61.56168621086738
18640,8825,44.26042158858513
7967,4161,33.03259344054209
2845,1948,43.48695376949877
5946,3331,29.273254003651914
1013,1001,43.14951751928061
18656,8829,56.51138848069661
18132,8599,76.70815012837767
17367,8275,56.53167514284979
18352,8694,42.79197202247707
4958,2913,54.78261982456212
2858,1959,42.08236021168136
18321,8681,56.88001102299239
4749,2825,97.48597003972003
8274,4284,17.230069464257156
1164,1097,41.4193313986126
11707,5825,36.912085744038166
6724,3650,53.03958095525019
10612,5321,56.81819764495327
10437,5238,57.67018360449356
18108,8587,34.011316795348876
2161,1650,57.88788505490692
2286,1713,35.170409150830096
880,883,41.42958597569054
8803,4519,85.11439286245763
13978,6734,44.37911971922995
13333,6523,42.0300288596066
942,939,155.95114003883992
19496,9188,51.633177820681624
5594,3188,45.38834282085338
13591,6614,54.68184788879864
8933,4576,85.56596065743258
8487,4390,26.902891968951508
16789,8010,63.62461853084682
7612,4016,47.761290218670865
8371,4326,47.17871774295992
19285,9087,50.732440950153205
5389,3096,68.82424883680642
16726,7983,48.287505322359436
11970,5926,165.2053436888566
4915,2889,50.999921997492606
14080,6779,66.83114849246044
15007,7201,81.62218786532628
18064,8569,18.59469500248167
567,641,223.63829231838668
7031,3774,40.60344701695078
206,355,148.12250755768338
12533,6154,45.91060133102576
2128,1633,44.637924566177276
1248,1173,55.147765543560126
3089,2079,18.617476138437155
6877,3711,67.29725393076018
16314,7818,55.02639434541203
20331,9549,58.16316035615944
3818,2406,67.66266277096292
5009,2932,59.69494513254472
6811,3680,83.77949000822008
16135,7724,51.58255462662771
21059,9871,1.237597619489975
16711,7976,-5.264243381638721
20270,9529,90.35405119488172
5094,2966,30.479965451892213
3315,2189,73.7018257737517
11476,5717,71.85987345502042
19839,9344,177.69246175844785
8495,4395,63.205460125880165
4903,2884,63.254240141867115
12566,6169,45.80204828352345
5667,3214,31.691789916658422
14300,6852,53.25568925308619
4854,2864,55.89356679762153
2946,2024,30.83762799667744
9077,4641,35.56547204556608
15156,7263,53.66193751097717
15965,7646,42.40195523394675
2581,1838,53.29911403454781
8537,4416,61.34612262525491
13104,6410,51.39223124290055
15125,7252,457.8991864637463
9574,4878,51.56840075453397
141,291,39.263234712645556
9730,4938,62.27049142186547
4089,2526,66.76627139092125
